Timestamp,Job Title,Institution/Organization Name,Description,Responsibilities,Qualifications,Compensation,Location,URL,To Apply,Institution/Organization Information,Contact Information
5/16/2017 18:30:33,Librarian for NYU School of Professional Studies Graduate Programs,"New York University, Division of Libraries","The New York University Division of Libraries is seeking a librarian to serve as liaison to the faculty, graduate students, and administrators in the NYU School of Professional Studies.  Librarians play a key role in the educational mission of NYU by establishing strong relationships with faculty and students, and connecting them to the services, content, and tools that meet their research, teaching, and learning needs. 
The NYU School of Professional Studies offers master's degree programs and graduate certificates in a wide range of professionally oriented areas of study.  The School’s graduate programs reflect the emerging trends, opportunities and innovative business strategies in each respective field that they represent, and include programs in the Schack Institute of Real Estate and the Center for Global Affairs.  Graduate students at the School of Professional Studies include full-time and part-time students, working professionals, and individuals returning to the academic world after pursuing other pathways.  Classes are held in the Washington Square area, the Woolworth Building, the Midtown Graduate Center, days and evenings, and online.  School of Professional Studies graduate programs are served by the NYU Bobst and Brause Libraries.","Working in a collaborative environment this tenure-track position is responsible for building a program of extensive instructional, consultation, and research support services; developing responsive and innovative information services; and extensive outreach to faculty and administrators in the School of Professional Studies.  The School of Professional Studies Graduate Librarian will create and deliver outreach methods to students (such as consultation hours, social networking forums, and in-library/online services development); develop information literacy and research proficiencies programming; and engage students and faculty as active users of NYU Libraries services and collections.  

This position is a member of the business team and reports to the Head of Business and Government Information Services in the Public Services Division of NYU Libraries.    The position is engaged in and contributes to the highly collaborative work of the department and the NYU Libraries.  The School of Professional Studies Graduate Librarian works with colleagues at the Bobst and Brause Libraries to implement and enhance programs and services, deliver physical and virtual research and reference services, and take a leadership role on projects and initiatives as appropriate.  

New York University Libraries:  Libraries at New York University serve the school’s 40,000 students and faculty and contain more than 5 million volumes. The Libraries supports NYU’s vision to become the first true Global Network University by collaborating and providing services to our 11 global academic centers and “portal campuses” in Abu Dhabi and Shanghai.   New York University Libraries is a member of the Association of Research Libraries, the OCLC Research Library Partnership, and the HathiTrust. The Libraries participates in a variety of consortia and collaborates closely with Columbia University Libraries and the New York Public Library through the Manhattan Research Library Consortium. For the NYU Libraries Mission and Strategic Plan go to https://s3.amazonaws.com/nyulibraries-www-assets/nyu-libraries-strategic-plan.pdf

NYU’s Division of Libraries embraces diversity and is committed to attracting qualified candidates who also embrace and value diversity and inclusivity.","Required: ALA accredited MLS and subject Master’s degree required for tenure. Experience in library instruction, reference, and outreach in an academic setting.  Candidates should exhibit a strong public service orientation, a high degree of facility with technologies germane to the 21st century library and today’s learners.  
Preference will be given to candidates with demonstrated business experience in an academic library environment; or an advanced degree in business, real estate, economics or related discipline.
Professional contributions beyond the primary job, such as publications, leadership in professional organizations, and other research and creative activity, are required for tenure. ","Faculty status, attractive benefits package including five weeks annual vacation. Salary commensurate with experience and background. ","New York, New York, United States of America",https://library.nyu.edu/,"To ensure consideration, submit your CV and letter of application, including the name, address, and telephone number of three references to: http://apply.interfolio.com/41256. Applications will be considered until the position is filled. 

EOE/AA/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender Identity","New York University, Division of Libraries
70 Washington Square S, 11th Floor
New York, New York 10012",
5/17/2017 13:05:08,University Librarian,Drew University,"Drew University seeks a dynamic and experienced professional for the position of University Librarian to oversee and lead the Drew University Libraries, including Special Collections, University Archives, and Methodist Collections.

Reporting to the Office of the Provost, the University Librarian, a member of the Library faculty, is responsible for the innovative, effective, and inspiring management of all aspects of the Libraries, including collection acquisition and development, budgeting, staff,  library services, physical spaces, informational technology resources, donor relations, and strategic planning.

Drew University welcomes applications from collaborative, enthusiastic candidates with a proven record of leadership and a strategic, innovative vision of academic librarianship to continue our culture of service and to further establish the library as the community center of the University.
","Develop and implement the Library’s vision, mission, and strategic goals in concert with those of the University.
Oversee the assessment and evaluation of library functions.
Lead, supervise, and inspire Library faculty and staff. This includes supporting Library faculty and staff through professional development.     
Manage the Library budget and oversee general Library expenses under the direction of the Office of the Provost.
Advance teaching and research by promoting information literacy, reviewing collection allocations, by working collaboratively with other campus units (including Instructional Technology, University Technology, and the Center for Academic Excellence), and by engaging with the administration and faculty of all three schools of the University (the College of Liberal Arts, the Caspersen School of Graduate Studies, and the Theological School). 
Continue and strengthen the integration of  digital technologies into the Libraries, including the further development of specific projects such as Digital Humanities and an Institutional Repository. 
Extend and expand outreach programs both to the Drew community and also to the larger community. Initiate event programming and represent the interests of the Libraries to the University community.
Collaborate with the General Commission on Archives and History of the United Methodist Church to promote use of the Methodist Archives and to strengthen the relationship between Drew and the GCAH.
Cultivate and enhance donor relations in collaboration with University Advancement, strengthen the Library’s relationship with the Friends of the Library, and lead the University Library Committee. 
 Participate in University committees and in appropriate professional organizations and learned societies.
","Required Qualifications:
MLIS or equivalent from an ALA accredited institution
5-8 years of experience in library leadership
Demonstrable success in leading and managing library staff, including providing professional development opportunities
Demonstrable experience with organizational budgeting, financial management and resource allocation, preferably in libraries
Demonstrable understanding of critical trends in library and information science, including the ability to evaluate new and emerging technologies
Familiarity with current and developing best practices in collection development, particularly in an academic environment
Outstanding written, oral, and interpersonal skills
Proven ability to work effectively with faculty, students and library colleagues

Preferred Qualifications:
An additional advanced degree 
Successful fundraising experience or experience with donor relations and outreach
Strong interest in information literacy, primary source literacy, open access, and scholarly communication
Experience with or a demonstrable commitment to collaboration across University units, and a vision of how to take advantage of the strengths of the various groups 
Familiarity with and demonstrable ability to use pertinent digital technologies with the goal of raising the visibility of Drew’s collections and services both within the University and beyond
Evidence of scholarship or scholarly interests pertinent to the position
",Commensurate with Experience,"Madison, NJ ",http://www.drew.edu/hr/jobs/university-librarian,"Please submit a resume/CV, cover letter and 3 references to HR0517-2@Drew.edu. For fullest consideration please submit application materials by June 20, 2017.",Drew University ,
5/17/2017 15:14:28,"Department Head, Reference & Readers' Advisory",Nyack Library,"The Head of Reference oversees and provides reference services to the patrons of The Nyack Library, fosters the development of the Library and assists the Library Director in the development of policy and procedure of the Library.  As the Department Head, he/she oversees collection development and provides guidance and mentoring for the Reference Department staff members. ","Responsibilities
•	Supervise, schedule and evaluate performance of all full-time and part-time reference Library staff, including Local History Room staff.
•	Work with Director and other Department Heads as part of the Management Team.
•	Provide excellent reference, bibliographic, and database services to the public.  
•	Oversee the maintenance and acquisition of Library databases, materials for the print, A/V and digital collections.
•	As Coordinator for collection development, supervise staff in other departments who have collection development duties.
•	Support, enforce, and abide by the policies and procedures of the Library.
•	Assist in budget maintenance and Library operational plans. 
•	Attend committee meetings, meetings at RCLS and in the Community as directed.
•	Recommend new services to Library Director.  
•	Participate in local, regional and national professional conferences to ensure professional development. 
•	Participate in grant writing to enhance Library services.
•	Prepares narrative and statistical reports as need for Director and Board
•	Perform all other duties as assigned by Director.
","MLS degree from an ALA-accredited institution
	Minimum of 3 years of experience as a reference librarian
NYS Librarian Certificate
Workflows knowledge a plus
Knowledge of computer applications and software
","Benefits include health and dental insurance, vacation, personal and sick time, holidays and membership in the New York State Retirement System.  Salary commensurate with experience","Nyack, NY, USA",www.nyacklibrary.org,"To apply, send resumes to ashaw@nyacklibrary.org  Application deadline June 30, 2017.",,
5/18/2017 12:24:25,Librarian I,Dobbs Ferry Public Library,"Dobbs Ferry, NY, a village located on the Hudson River 30 minutes north of NYC, with a population of 11,000, is seeking a Librarian I for the Public Library. The successful candidate will be joining a team that is looking to move the library ahead into the future by becoming the :""go to"" place for community engagement. Further information about Dobbs Ferry may be found on the Village website: www.dobbsferry.com","EXAMPLES OF WORK: (Illustrative Only)

Provides reference and reader's advisory services and instruction to library users;

Performs original cataloging and classification and record editing;

Performs collection development by recommending titles for purchase and/or deletion;

Plans and conducts library programs for adults and children;

Compiles bibliographies and functions as subject specialist;

Performs on-line database searches, and search training;

Serves as a liaison for library services to community groups or other libraries;

Designs and produces public relations and library instruction materials;

Prepares statistical and/or narrative reports, memoranda and correspondence;

May supervise the work of clerical, paraprofessional and volunteer personnel in assigned
tasks;

Keeps informed of professional developments through participation in professional
organizations, system meetings, workshops, continuing education courses and reading
professional materials;
Uses computer applications or other automated systems such as spreadsheets, word
processing, calendar, e-mail, and database software in performing work assignments;
May perform other incidental tasks, as needed. ","A masters degree in Library Science from a library school accredited by the American Library Association or recognized by the New York State Department of Education as following acceptable education practices.

A New York State Public Libraries Professional Certificate.","Starting Salary $45,000.00","Village of Dobbs Ferry, New York",www.dobbsferrylibrary.org,"1) Visit https://exams.westchestergov.com/webexam/home/welcome.htm
2) Click on the ""Continuous Recruitment Exams"" tab at the top of the page.
3) Select ""Open to All"" to view all open examination announcements.
4) Click on the Occupational Category ""Library Services"".
5) Select the exam # 62-705 Librarian I (local) and add it to the cart.
6) Click ""Apply Now"" and follow the instructions to create an account or log-in.","55 Main Street Dobbs Ferry, NY 10522
914-693-6614","Edward Canora, Director  914-231-3055  ecanora@wlsmail.org"
5/19/2017 10:00:31,Senior Manager for Collection Services,Center for Jewish History,"The Center for Jewish History (NYC | cjh.org) is home to five in-house partners—American Jewish Historical Society, American Sephardi Federation, Leo Baeck Institute, Yeshiva University Museum, and YIVO Institute for Jewish Research.  When the Center opened its doors sixteen years ago, it made a commitment to preserve the collections housed within its walls and make them accessible to scholars, students, and diverse audiences by implementing a unique, shared services model across all five partners.

In keeping with this mission, the Center for Jewish History seeks a Senior Manager for Collection Services to join a dynamic team of colleagues dedicated to preserving and providing access to the collections. These collections total more than 30,000 linear feet of archival materials, 500,000 volumes, thousands of art and artifacts, and 40 TB of digital assets. 
  
The Senior Manager will report to the Director of Archive and Library Services and oversee all operations in Collection Services, which is comprised of three departments: Archival Services, Digital and Creative Services, and Preservation Services. 
","
•	Oversee the Archival Services, Digital and Creative Services, and Preservation Services Departments, totaling 14 full- and part-time staff. This includes facilitating collaboration among the departments; guiding the development of new services (including exhibition-related services); and continually evaluating and fine-tuning workflows. 
•	Determine and monitor spending in the three departmental budgets; invoice for work performed by Collection Services for in-house partners and external institutions; and track payments.
•	Collaborate across Center departments and with partner and external organizations to design, develop, and execute large-scale projects that may include Collection Services, Metadata and Discovery Services, Reference and Outreach Services, and Building Operations functions.
•	Complete tasks associated with grant-funded projects, including proposing and helping to shape new projects; building and controlling all project budgets; supplying information to Finance and Development departments; collaborating with the Development department in writing both narrative and financial grant reports; and managing the writing of proposal sections that are to be drafted by Collection Services staff (as determined by the Director of Archive and Library Services).
•	Promote and advocate for the crucial work undertaken by Collection Services, including participating in coordinated outreach efforts and maintaining statistics on output.
•	Participate in other mission-driven, institution-wide projects as directed by the Director of Archive and Library Services.
•	Stay current on professional trends and participate in professional organizations, and attend relevant conferences and other events/workshops as appropriate.
","Required Qualifications:
•	American Library Association-accredited graduate degree or graduate degree in another appropriate discipline (e.g., archival science, digital preservation and curation, or conservation).
•	Minimum of 2-3 years experience managing staff.
•	Minimum of 2-3 years experience managing projects from planning to completion—preferably in digitization, archival processing, digital preservation, and/or conservation areas.
•	Familiarity with current standards used in libraries, archives and museums for description, preservation, and digitization.
•	Commitment to fostering a collaborative work environment and presenting diplomatic and practical approaches to problem-solving.
•	Demonstrated ability to prioritize and meet tight deadlines.
•	Excellent communication and writing skills.

Preferred Qualifications:
•	Dedicated interest in and awareness of Jewish history.
•	Familiarity with at least one language represented in the multilingual Partner collections, such as Yiddish, Hebrew, German, or Russian. 
",,"New York, NY, USA",http://www.cjh.org/p/32,"The Center for Jewish History is committed to diversity and inclusion. Qualified individuals who bring diverse perspectives to the workplace are especially encouraged to apply.

Review of applications will begin immediately. Applications will be accepted until the position is filled. Send cover letter and resume to Rachel Miller, Director of Archive and Library Services, at rcmiller@cjh.org. No phone calls, please.
","15 W. 16th St., New York, NY 10011",rcmiller@cjh.org
5/19/2017 18:42:42,Assistant Director,Croton Free Library,"The Croton Free Library is seeking an innovative and energetic professional to become our Assistant Director.  Located 35 miles north of New York City on the Metro-North Rail line, Croton-on-Hudson is a village of approximately 8,000 residents, with a thriving artistic community, ample parks and open space. The library is central to the town’s life, with a loyal following of young parents, commuters, retirees, and an active K-12 student population.","The Assistant Director will work closely with the Director overseeing a staff of 25 service-oriented individuals and will manage the daily operation of Adult Services and Circulation departments.  The ideal candidate will have experience in library operations, including but not limited to collection development, library technology, administration, personnel, and reporting. They will help with website management and social media as well as weekly programming in our new creative space and possess excellent oral, written and interpersonal skills.  Working with the department heads, the Assistant Director oversees the daily operations of the library and in the absence of the Director, assumes full responsibility for library operations.",A master’s degree in library science from an American Library Association accredited graduate library school is required. This position requires at least one late night per week and occasional weekend duties.,"This is a full-time position with a competitive salary, commensurate with qualifications and experience. Benefits include medical insurance, retirement and paid vacation/sick days.","Croton-on-Hudson, NY, United States",,"Interested applicants should send a cover letter and resume to Director, Jesse Bourdon (jbourdon@wlsmail.org) no later than June 9, 2017.",,
5/22/2017 11:27:59,Research and Instruction Librarian,Berkeley College,"Berkeley College is seeking a full time librarian to provide research services and instruction that guide students, faculty and the college community in navigating and evaluating information; serves as a liaison working with faculty to integrate information literacy concepts within course work and the scholarly journey; develop LibGuides and other objects that link learning and library resources. ",,"• An earned M.L.S. / M.L.I.S or equivalent degree from an ALA accredited institution, or from a master's level program in library and information studies accredited or recognized by the appropriate national body of another country
• Commitment to developing students' information seeking abilities through each point of contact 
• Experience with library automation systems and associated relevant technology that manage and deliver services 
• Ability to promote the libraries resources and services in a variety of settings; to a variety of constituencies 
• Interest in and capacity to adapt the Framework for information literacy in Higher Education to varied coursework and instructional settings.
• A patient and positive approach to customer service 
• Comprehensive knowledge of, and navigational ability with, electronic information and Internet resources 
• The desire to explore and innovate- what we do and how we do it",Entry level,"White Plains, NY",www.berkeleycollege.edu,"Apply online see job #17-0096 URL:  https://re21.ultipro.com/BER1008/JobBoard/JobDetails.aspx?__ID=*2F34E00793C3EDAE  
Please include a resume and letter of interest with submission.  ","Berkeley College
White Plains Campus Library
99 Church Street
White Plains, NY 10601
","Jessica Kiebler, MLS
Berkeley College
Library Director
White Plains Campus Library
914-694-1122 Ext 3371
"
5/22/2017 12:02:10,Account Development Marketing Manager,Springer Nature,"Springer Nature is one of the world’s leading global research, educational and professional publishers. It is home to an array of respected and trusted brands and imprints, with more than 170 years of combined history behind them, providing quality content through a range of innovative products and services. Every day, around the globe, our imprints, books, journals and resources reach millions of people, helping researchers and scientists to discover, students to learn and professionals to achieve their goals and ambitions. The company has almost 13,000 staff in over 50 countries.

POSITION SUMMARY:
                                                                                                                                              
The Account Development Manager – Corporate Markets works in partnership with Corporate Institutional Marketing and Sales to maintain customer retention and identify additional upsell opportunities through various post-sale marketing tactics including online customer behavior analyses (usage, denial, trial analysis), customer visits, usage/awareness campaigns, content discovery audits and training. 
 
In coordination with the Corporate Sales team, the ADM will engineer the post-sale marketing activities that will be focused on data driven engagement and customer centric strategies that will have short and long term impacts on renewals and upsell opportunities. This will ensure that corporate customers make optimal use of the Springer Nature holdings and have a line of marketing support post purchase.
 
This position focuses on Springer Nature’s entire product portfolio. He/she is responsible for the planning and project management of all account development activities including the creation of an annual account development plan which will be reviewed and adjusted on a quarterly basis in coordination with Corporate Sales and Marketing.
 
The ADM will be responsible for the effective management of account development related budgets, travel and expense reports and key deliverables including strategic planning and KPI creation and tracking. In addition, he/she will create and establish internal workflows that will continually improve; customer tracking, trials tacking, analyzing of results; publish internal and external successes; usage campaigns; co-marketing and co-branding partnerships via events and collateral.
 
We offer a comprehensive benefits package that includes:
 
- Medical, Dental and Vision
- Life and AD&D
- 401(k)
- Flexible Spending Accounts
- Transit Accounts
- Tuition Assistance
- Summer Hours
 
Springer Nature is an Equal Opportunity Employer that complies with the laws and regulations set forth in the following EEO Is The Law Poster:
http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf.","KEY ACCOUNTABILITIES:
 
Oversee and prepare the annual AD plan for Corporate Marketing – North America in conjunction with regional Corporate Marketing and Sales.
Coordinate efforts to develop and conduct customer focused training programs utilizing internal eLearning software, to promote customer satisfaction and usage resulting in renewal and revenue growth.
Provide post-sales customer support for products and deliver pertinent feedback to sales and marketing management.
Monitor customer trial usage and behavior and deploy necessary marketing campaigns (aligned with sales) in an effort to increase usage and ultimately uptake.
Usage analysis is consistently monitored and proactively approached through various internal tools/campaigns.
Engineer marketing campaigns to promote usage and brand awareness in an effort to improve customer uptake and perception.
Participate in the sales and marketing team meetings.
Create customized data reports to existing customers in an effort increase the usage and awareness.
Schedule customer visits (in coordination with sales) and understand the needs of the customer and support them with various tools and activities that help increase ROI.
Conduct discoverability audits for respective customers that are identified as having low usage/awareness.
Other assigned duties as needed","JOB REQUIREMENTS
 
Bachelor’s degree in a related field
Extensive sales, marketing or training experience (5+ years) within Science, Technology and Medicine (STM) industry preferred
Creative and self sufficient
High degree of autonomy, initiative and resilience
Excellent communicator and experienced with working in a global environment
Up to 25% international and domestic travel.
Self-directed and motivated with an entrepreneurial spirit.
Strong computer skills in databases, MS Word, Excel, PowerPoint and Outlook required.
Experience utilizing CRM systems to track account activity",Annual salary + benefits,"New York, NY 10013",,"Please apply online:
https://career012.successfactors.eu/sfcareer/jobreqcareer?jobId=18979&company=C0001215517P&username=",,Human Resources
5/23/2017 10:28:43,Research Informationist,Memorial Sloan Kettering Cancer Center (MSK) Library,"Position: 12-month contract from date of hire. Work week: 37.5 hrs. Library Hours of Operation: 8:00 am to 7:00 pm, Monday – Friday. The MSK Library is a continuously evolving facility and virtual library, supporting physicians, researchers, nurses, health care professionals, students, and our patient community. Only those candidates who are tech savvy and embrace a challenging environment need apply.","The person in this role is the primary face to our clients and as a research informationist, provides consultation services; answers research and information questions, provides customized teaching and guidance on our resources and related software programs, and performs subject-focused searches as required by clinicians, researchers, patients and their caregivers, healthcare professionals and support staff.  

Applicants will have an opportunity to support our Clinical Medical Librarian (CML) program and be assigned a specific group to work with. As a member of the clinical team, s/he will attend routine meetings, proactively filtering information, and provide current awareness services. ","•	Master’s degree in Library Science or related degree required. 
•	Science undergraduate degree preferred. 
•	3-5 years Library experience in Reference & Consultation services in a professional position. 
•	Knowledge and expertise using online database services including Web of Science, SCOPUS, OVID, and PubMed.
•	Expertise using electronic content, mobile apps, particularly in science and medicine.
•	Knowledge in using bibliographic management tools.
•	Knowledge and experience with virtual reference services.
•	Teaching and user education experience, presentation skills.
•	Communication and marketing skills. 
•	Experience working in a team environment as well as independently.
•	Ability to prioritize assignments and work in a fast pacing environment. 
",,New York City,https://library.mskcc.org/,"Qualified applicants should send their resume and cover letter by email to the attention of Donna Gibson, Director of Library Services, gibsond@mskcc.org.","As one of the world's premier oncology centers, MSK is committed to exceptional patient care, leading-edge research, and superb educational programs. The close collaboration between our physicians and scientists is one of our unique strengths, enabling us to provide patients with the best care available today as we work to discover more effective strategies to prevent, control, and ultimately cure cancer in the future. Our education programs train future physicians and scientists, and the knowledge and experience they gain at MSK has an impact on cancer treatment and the biomedical research community around the world. ","Donna Gibson, Director of Library Services, gibsond@mskcc.org"
5/23/2017 15:42:38,Teen Librarian,Danbury Public Library,"The City of Danbury is currently seeking a Librarian I – Junior Services. The Junior Services Librarian provides professional services to patrons from birth to age 18, plans and executes programs, and builds and maintains the collection of material.  The Librarian is responsible for participating in outreach to the Danbury schools and other local agencies that provide services to children and/or young adults.","Performs collection development, program development, and outreach activities for children and young adults.  Creates a welcoming environment for children, teens, and their families and caretakers in the Junior Department.
Meets or exceeds professional standards and best practices in reader’s advisory and reference work for children, teens, and their parents or guardians.
Selects, trains, and supervises volunteers in the Junior Department.
Conducts story ties, class visits, library tours, book talks and other programs for children and young adults, including selection of books, preparation of related handouts and other material for program participants.
Prepares library displays to promote library programs, seasonal events, and topics of interest to children and young adults.
Prepares seasonal calendar describing library programs, which includes preparing press releases, announcements to Danbury schools, and social media input.
May work closely with the Teen Library Council.
Liaises with schools and community partners to support library programming for Danbury youth. Maintains regular communication and coordinates visits to schools and other children’s area facilities on a regular basis.
Initiates, plans and conducts a variety of programs and activities to encourage the use of the library by teens, including after school, vacation, and summer reading programs.  Responsible for actively and creatively marketing the youth services collection and services. Involves teens in planning and implementing services for their age group.
Provides in-person library service at a public service desk. Utilizes library technology, including online database and the internet as well as traditional library resources, in answering patron queries.  Instructs and guides patrons in the use of library resources. 
Engages in professional development appropriate to youth services, including reviewing current professional journals, attending professional workshops and meetings, and communicating with peers in library settings.  Represent the Danbury Public Library appropriately at workshops and educational meetings relating to Youth Services.
Coordinates regular department meetings with other members of the Junior Library staff.
Assists the Library Director in the development of departmental goals and objectives.","Education and Experience: Master’s degree or equivalent from a program accredited with the American Library Association and five to seven (5-7) years related work experience; or any equivalent combination of education, training and experience which provides the required knowledge, skills and abilities to perform the essential functions of the job in the sole determination of the City.",$32.70 - $34.42/hour,"Danbury, CT 06810 ",http://www.danbury-ct.gov/qcontent/NewsFeed.aspx?FeedID=3282,"Applications are available at the Human Resources Dept., 155 Deer Hill Ave., Danbury, CT  06810 or at www.humanresources@danbury-ct.gov.  Qualified applicants must submit a completed original application with three additional copies and a $10 fee* to Human Resources no later than 6:00 pm, Monday June 12, 2017 EEO/M/F/D/V","155 Deer Hill Avenue, Danbury, CT 06810 203-797-4598","Human Resources, 203-797-4598"
5/24/2017 12:49:12,Part-time Lead Photo Archivist ,Alice Austen House,"The Alice Austen House seeks an experienced and responsible Lead Photo Archivist to examine, assess and catalog the museum’s primary collection of Alice Austen’s photographs and related works on paper. The preferred candidate will be responsible for daily oversight of this term collections project including adherence to collections management protocol and will be supported in this endeavor by the Assistant Archivist. The culmination of this project will be a fully completed item level catalog of the museum’s photographic materials utilizing PastPerfect collections software, including identification of specific photographic process and item condition documentation. This position is project-based and grant-funded, and requires an availability to work on-site on Staten Island. The Lead Photo Archivist reports to the Executive Director.","Develop and implement project work plan and work on deadline
 Hire and train the Assistant Archivist to aid in project completion
 Review and assess the condition of the materials within the collection as well as identify and aid with medium identification
 Utilize PastPerfect to create an item level catalog from the existing box level collection
 Take a digital capture of each item to serve as a reference image within the database
 Problem solve when gaps in collections records exist; research images as necessary
 Bring project to completion within proposed timeframe having effectively catalogued the entirety of the museum’s collection of photographic materials and works on paper
 Assess and report on next steps for further cataloging work","Minimum 3 years of professional archives experience
 MLS or MA degree, preferably in archives or museum-related field
 Experience with photographic collections in an archive setting required; a working knowledge of late 19th and early 20th century photographic materials highly desirable
 Self-driven and able to delegate project needs to the Assistant Archivist
 Meticulous attention to detail and an awareness of best practices protocol when engaging with collections materials
 Knowledge of accession records best practices and establishing standardized catalogue records
 Strong problem-solving and research abilities
 Must have a thorough understanding of collections management software; PastPerfect expertise preferred
 Fluency in photographic process identification desirable",Competitive non-profit hourly rate,"Staten Island, New York, United States",http://aliceausten.org,"Email specific cover letter stating your interest and qualifications and your resume to the attention of Janice Monger, Executive Director at apply@aliceausten.org with the subject line “Lead Photo Archivist – [Your Last name, First name].” No phone calls. Receipt of application will be confirmed. Candidates will only be contacted if selected for an interview. Application deadline: May 31, 2017","Alice Austen (1866-1952) captured a changing New York City at the turn of the twentieth century. As an early American street photographer, Austen documented her life on Staten Island and went onto the streets of Manhattan to photograph the activities of immigrants and the working class. A vibrant cultural center, the Alice Austen House keeps the daring spirit of the early American photographer alive by presenting changing exhibitions of Alice Austen’s pioneering historic photographs and of contemporary photography, providing education programs for students, and offering a range of cultural programs for the public. A charming Victorian Gothic Cottage that was Alice’s home serves as the museum and is located in a lovely park on the shore of Staten Island near the Verrazano-Narrows Bridge with sweeping views of Brooklyn and Lower Manhattan. Alice Austen House is owned by the New York City Department of Parks and Recreation, operated by the Friends of Alice Austen House Inc 501(c)(3) non-profit organization, and a member of Historic House Trust. The Alice Austen House is a New York City and National Landmark, on the Register of Historic Places and a member of the National Trust for Historic Preservation’s distinctive group of Historic Artists’ Homes and Studios. Learn more at www.aliceausten.org","Alice Austen House
2 Hylan Blvd
Staten Island, NY 10305

(718) 816-4506

info@aliceausten.org"
5/26/2017 16:12:50,Part-time Children's Clerk,White Plains Public Library,"Library Clerk sought to assist patrons with card issues, materials check out and general materials handling in the Trove Children’s Library.  Must possess a mature, professional and helpful manner.  Must be comfortable working with computers.  Spanish fluency a plus.   

Evenings and weekends required.  $9.50 per hour, 8-10 hours per week. 
To apply:  email your resume to the Manager of Youth Services at jcarlson@whiteplainslibrary.org.
 
Deadline to apply is Tuesday, June 6 at 5pm. 
","Assist patrons with card issues, materials check out and general materials handling in the Trove Children’s Library.",,$9.50/hour,"White Plains, NY, USA",,Email resume to jcarlson@whiteplainslibrary.org,"100 Martine Avenue, White Plains, NY 10601","Manager of Youth Services, Joshua Carlson. jcarlson@whiteplainslibrary.org"
5/26/2017 16:23:15,Weekend/Evening Librarian,Yonkers Public Library,The Yonkers Public Library is seeking an enthusiastic and energetic Librarian with a strong interest in public service.,"Responsibilities will include coverage of the Adult reference desks, assisting patrons with library resources, answering reference questions and assisting with computers.","All interested candidates must apply to the Librarian I Civil Service exam to be considered:

http://www.yonkersny.gov/Home/Components/JobPosts/Job/736/28",,"Yonkers, NY",www.ypl.org,http://www.yonkersny.gov/Home/Components/JobPosts/Job/736/28,,
5/31/2017 13:34:44,Content Manager,Voxgov,"About Us

Voxgov is fast growing startup company that collects, organizes, and analyzes tens of millions of U.S. federal government documents. We are looking for someone who has skills in quality assurance, administration, data entry, and has an excellent eye for detail. This is an entry-level position with room for growth.","• Review content to ensure unwanted material is not included before publishing
• Work closely with data team to acquire new materials and complete projects
• Conduct error-free data analysis
Requirements
• Experience and comfort using a computer and sitting in front of a screen for the majority of the
day
• Technical skills include familiarity with Microsoft Office Suite and Google Docs; all other needed
software skills will be taught on-site
• Strong attention to detail
• Ability to work quickly and efficiently
• Excellent communication skills
• An interest in government and politics is not required but is a plus
• An interest in working for a small, emerging start-up company is a plus
","About you

You are an extremely detail-oriented individual, who can quickly and accurately find and report errors in our content. You have basic computer skills and are comfortable working in front of a computer for long stretches. You are eager to work for a growing start-up and becoming an invaluable member of our team. You are a motivated self-starter.
",Competitive salary,"Flatiron, NYC",www.voxgov.com,Email resume and cover letter to monica@voxgov.com,,
